investigation,person_name,profile_file,website_url,category
UAPs,Mae Brussell,UAPs/Details/Mae_Brussell.md,/uaps/Details/Mae_Brussell,Researcher / Radio Broadcaster / Conspiracy Analyst
UAPs,Mark Tomion,UAPs/Details/Mark_Tomion.md,/uaps/Details/Mark_Tomion,Energy Inventor / Physicist / Scientist
UAPs,Mark Wisner,UAPs/Details/Mark_Wisner.md,/uaps/Details/Mark_Wisner,SDI/Defense Scientist
UAPs,Melissa Casias,UAPs/Details/Melissa_Casias.md,/uaps/Details/Melissa_Casias,Disappeared
UAPs,Michael Baker,UAPs/Details/Michael_Baker.md,/uaps/Details/Michael_Baker,SDI/Defense Scientist
UAPs,Monica Jacinto Reza,UAPs/Details/Monica_Jacinto_Reza.md,/uaps/Details/Monica_Jacinto_Reza,Scientist / Aerospace Engineer / Advanced Materials / Missing Person
UAPs,Morris Jessup,UAPs/Details/Morris_Jessup.md,/uaps/Details/Morris_Jessup,UFO Researcher / Author
UAPs,Mr 35 Year Old Murdered Whistleblower,UAPs/Details/Mr_35_Year_Old_Murdered_Whistleblower.md,/uaps/Details/Mr_35_Year_Old_Murdered_Whistleblower,Government Contractor / Whistleblower
UAPs,Nikola Tesla,UAPs/Details/Nikola_Tesla.md,/uaps/Details/Nikola_Tesla,Suppressed Technology Researcher
UAPs,Olavo Fontes,UAPs/Details/Olavo_Fontes.md,/uaps/Details/Olavo_Fontes,Scientist / UFO Researcher
UAPs,Otto Binder,UAPs/Details/Otto_Binder.md,/uaps/Details/Otto_Binder,UFO/UAP Researcher
UAPs,Paul Bennewitz,UAPs/Details/Paul_Bennewitz.md,/uaps/Details/Paul_Bennewitz,UFO Investigator / Disinformation Target
UAPs,Paul Brown,UAPs/Details/Paul_Brown.md,/uaps/Details/Paul_Brown,Suppressed Technology Researcher
UAPs,Paul Pantone,UAPs/Details/Paul_Pantone.md,/uaps/Details/Paul_Pantone,Energy Inventor
UAPs,Paul Vigay,UAPs/Details/Paul_Vigay.md,/uaps/Details/Paul_Vigay,UFO/UAP Researcher
UAPs,Paulo Correa,UAPs/Details/Paulo_Correa.md,/uaps/Details/Paulo_Correa,Inventors / Researchers
UAPs,Peter Ferry,UAPs/Details/Peter_Ferry.md,/uaps/Details/Peter_Ferry,SDI/Defense Scientist
UAPs,Peter Jennings,UAPs/Details/Peter_Jennings.md,/uaps/Details/Peter_Jennings,Journalist / News Anchor
UAPs,Peter Peapell,UAPs/Details/Peter_Peapell.md,/uaps/Details/Peter_Peapell,SDI/Defense Scientist
UAPs,Phil Schneider,UAPs/Details/Phil_Schneider.md,/uaps/Details/Phil_Schneider,Government Contractor / Whistleblower
UAPs,Philip Corso,UAPs/Details/Philip_Corso.md,/uaps/Details/Philip_Corso,Military Insider / Whistleblower
UAPs,Philo Farnsworth,UAPs/Details/Philo_Farnsworth.md,/uaps/Details/Philo_Farnsworth,Physicist / Scientist
UAPs,Richard Pugh,UAPs/Details/Richard_Pugh.md,/uaps/Details/Richard_Pugh,SDI/Defense Scientist
UAPs,Robert Bass,UAPs/Details/Robert_Bass.md,/uaps/Details/Robert_Bass,Energy Researcher / Physicist / Scientist
UAPs,Robert F Kennedy,UAPs/Details/Robert_F_Kennedy.md,/uaps/Details/Robert_F_Kennedy,Political Figure
UAPs,Robert Frost Area51,UAPs/Details/Robert_Frost_Area51.md,/uaps/Details/Robert_Frost_Area51,Staff / Employee (Civilian Contractor)
UAPs,Roger Hill,UAPs/Details/Roger_Hill.md,/uaps/Details/Roger_Hill,SDI/Defense Scientist
UAPs,Ron Bonds,UAPs/Details/Ron_Bonds.md,/uaps/Details/Ron_Bonds,Journalist / Investigator
UAPs,Ron Johnson,UAPs/Details/Ron_Johnson.md,/uaps/Details/Ron_Johnson,UFO Researcher / MUFON Official
UAPs,Ron Rummel,UAPs/Details/Ron_Rummel.md,/uaps/Details/Ron_Rummel,Ex-Military Intelligence / UFO Researcher / Publisher
UAPs,Rory Johnson,UAPs/Details/Rory_Johnson.md,/uaps/Details/Rory_Johnson,Suppressed Technology Researcher
UAPs,Rudolf Diesel,UAPs/Details/Rudolf_Diesel.md,/uaps/Details/Rudolf_Diesel,Automotive Inventor
UAPs,Russell Smith,UAPs/Details/Russell_Smith.md,/uaps/Details/Russell_Smith,SDI/Defense Scientist
UAPs,Ryan Graves,UAPs/Details/Ryan_Graves.md,/uaps/Details/Ryan_Graves,Military Witness / Whistleblower
UAPs,Shani Warren,UAPs/Details/Shani_Warren.md,/uaps/Details/Shani_Warren,SDI/Defense Scientist (resolved — serial predator; not defense-related)
UAPs,Stan Gleeson,UAPs/Details/Stan_Gleeson.md,/uaps/Details/Stan_Gleeson,Energy Researcher
UAPs,Stanley Meyer,UAPs/Details/Stanley_Meyer.md,/uaps/Details/Stanley_Meyer,Inventor / Alternative Energy
UAPs,Stefan Marinov,UAPs/Details/Stefan_Marinov.md,/uaps/Details/Stefan_Marinov,Physicist / Free Energy Researcher
UAPs,Stefan Michalak,UAPs/Details/Stefan_Michalak.md,/uaps/Details/Stefan_Michalak,Civilian Witness / Physical Trace Case
UAPs,Stuart Gooding,UAPs/Details/Stuart_Gooding.md,/uaps/Details/Stuart_Gooding,SDI/Defense Scientist
UAPs,Thomas Henry Moray,UAPs/Details/Thomas_Henry_Moray.md,/uaps/Details/Thomas_Henry_Moray,Energy Inventor
UAPs,Thomas Mantell,UAPs/Details/Thomas_Mantell.md,/uaps/Details/Thomas_Mantell,Military Witness / Pilot
UAPs,Thomas Townsend Brown,UAPs/Details/Thomas_Townsend_Brown.md,/uaps/Details/Thomas_Townsend_Brown,Physicist / Inventor / Electrogravitics Researcher
UAPs,Tim Burchett,UAPs/Details/Tim_Burchett.md,/uaps/Details/Tim_Burchett,Political Figure
UAPs,Todd Sees,UAPs/Details/Todd_Sees.md,/uaps/Details/Todd_Sees,Civilian / Possible UFO-Related Death
UAPs,Tom Ogle,UAPs/Details/Tom_Ogle.md,/uaps/Details/Tom_Ogle,Automotive Inventor
UAPs,Tony Dodd,UAPs/Details/Tony_Dodd.md,/uaps/Details/Tony_Dodd,UFO Researcher / Former Police Officer
UAPs,Trevor Constable,UAPs/Details/Trevor_Constable.md,/uaps/Details/Trevor_Constable,Energy Researcher
UAPs,Trevor Knight,UAPs/Details/Trevor_Knight.md,/uaps/Details/Trevor_Knight,SDI/Defense Scientist
UAPs,Troy Reed,UAPs/Details/Troy_Reed.md,/uaps/Details/Troy_Reed,Energy Inventor
UAPs,Uyrange Hollanda,UAPs/Details/Uyrange_Hollanda.md,/uaps/Details/Uyrange_Hollanda,Military Officer / UFO Investigator
UAPs,Victor Moore,UAPs/Details/Victor_Moore.md,/uaps/Details/Victor_Moore,SDI/Defense Scientist
UAPs,Viktor Schauberger,UAPs/Details/Viktor_Schauberger.md,/uaps/Details/Viktor_Schauberger,Energy Inventor
UAPs,Vimal Dajibhai,UAPs/Details/Vimal_Dajibhai.md,/uaps/Details/Vimal_Dajibhai,SDI/Defense Scientist
UAPs,Walter Haut,UAPs/Details/Walter_Haut.md,/uaps/Details/Walter_Haut,Military Witness / Disclosure Advocate
UAPs,Walter Kasza Area51,UAPs/Details/Walter_Kasza_Area51.md,/uaps/Details/Walter_Kasza_Area51,Staff / Employee (Civilian Contractor)
UAPs,Wilbert Smith,UAPs/Details/Wilbert_Smith.md,/uaps/Details/Wilbert_Smith,Government Scientist / UFO Researcher
UAPs,Wilhelm Reich,UAPs/Details/Wilhelm_Reich.md,/uaps/Details/Wilhelm_Reich,Energy Inventor / Energy Researcher
UAPs,William Cooper,UAPs/Details/William_Cooper.md,/uaps/Details/William_Cooper,Ex-Military / Author / Broadcaster
UAPs,William McCasland,UAPs/Details/William_McCasland.md,/uaps/Details/William_McCasland,Military Officer / Advanced Aerospace Research / UAP-Connected
UAPs,Zigmund Adamski,UAPs/Details/Zigmund_Adamski.md,/uaps/Details/Zigmund_Adamski,Civilian / Unexplained Death
Energy,Adam Rasheed,Energy/Details/Adam_Rasheed.md,/energy/Details/Adam_Rasheed,Researcher / Engineer
Energy,Al Wordsworth,Energy/Details/Al_Wordsworth.md,/energy/Details/Al_Wordsworth,Energy Inventor
Energy,Alexander Chernetsky,Energy/Details/Alexander_Chernetsky.md,/energy/Details/Alexander_Chernetsky,Energy Researcher
Energy,Alistair Beckham,Energy/Details/Alistair_Beckham.md,/energy/Details/Alistair_Beckham,Defense Scientist
Energy,Andrew Hall,Energy/Details/Andrew_Hall.md,/energy/Details/Andrew_Hall,Defense Scientist
Energy,Andrew Kazolnikov,Energy/Details/Andrew_Kazolnikov.md,/energy/Details/Andrew_Kazolnikov,Energy Inventor
Energy,Andrew Riley,Energy/Details/Andrew_Riley.md,/energy/Details/Andrew_Riley,Energy Researcher
Energy,Andrija Puharich,Energy/Details/Andrija_Puharich.md,/energy/Details/Andrija_Puharich,Energy Inventor / Physicist / Scientist
Energy,Anthony Godley,Energy/Details/Anthony_Godley.md,/energy/Details/Anthony_Godley,Defense Scientist
Energy,Arie DeGeus,Energy/Details/Arie_DeGeus.md,/energy/Details/Arie_DeGeus,Energy Inventor
Energy,Arshad Sharif,Energy/Details/Arshad_Sharif.md,/energy/Details/Arshad_Sharif,Defense Scientist
Energy,Avtar Singh Gida,Energy/Details/Avtar_Singh_Gida.md,/energy/Details/Avtar_Singh_Gida,Defense Scientist
Energy,B Stanley Pons,Energy/Details/B_Stanley_Pons.md,/energy/Details/B_Stanley_Pons,
Energy,Bill Williams,Energy/Details/Bill_Williams.md,/energy/Details/Bill_Williams,Experimenter / Suppressed
Energy,Bob Boyce,Energy/Details/Bob_Boyce.md,/energy/Details/Bob_Boyce,Energy Inventor
Energy,Boyd Bushman,Energy/Details/Boyd_Bushman.md,/energy/Details/Boyd_Bushman,Defense Scientist
Energy,Brian OLeary,Energy/Details/Brian_OLeary.md,/energy/Details/Brian_OLeary,Energy Researcher
Energy,Bruce DePalma,Energy/Details/Bruce_DePalma.md,/energy/Details/Bruce_DePalma,Energy Inventor / Physicist / Scientist
Energy,Charles Nelson Pogue,Energy/Details/Charles_Nelson_Pogue.md,/energy/Details/Charles_Nelson_Pogue,Automotive Inventor
Energy,Chris Tinsley,Energy/Details/Chris_Tinsley.md,/energy/Details/Chris_Tinsley,Energy Researcher
Energy,Dallis Hardwick,Energy/Details/Dallis_Hardwick.md,/energy/Details/Dallis_Hardwick,Energy Inventor / Defense Scientist
Energy,Daniel Dingel,Energy/Details/Daniel_Dingel.md,/energy/Details/Daniel_Dingel,Energy Inventor
Energy,David Greenhalgh,Energy/Details/David_Greenhalgh.md,/energy/Details/David_Greenhalgh,Defense Industry Manager
Energy,David Sands,Energy/Details/David_Sands.md,/energy/Details/David_Sands,Defense Scientist
Energy,David Skeels,Energy/Details/David_Skeels.md,/energy/Details/David_Skeels,Defense Scientist
Energy,Dean Warwick,Energy/Details/Dean_Warwick.md,/energy/Details/Dean_Warwick,Energy Inventor
Energy,Dimitri Petronov,Energy/Details/Dimitri_Petronov.md,/energy/Details/Dimitri_Petronov,Energy Inventor
Energy,Edwin Gray,Energy/Details/Edwin_Gray.md,/energy/Details/Edwin_Gray,Energy Inventor
Energy,Eric Wang,Energy/Details/Eric_Wang.md,/energy/Details/Eric_Wang,Engineer / Defense Scientist
Energy,Ernest Doyle,Energy/Details/Ernest_Doyle.md,/energy/Details/Ernest_Doyle,Defense Scientist
Energy,Eugene Mallove,Energy/Details/Eugene_Mallove.md,/energy/Details/Eugene_Mallove,Energy Researcher / Energy Whistleblower
Energy,Floyd Sweet,Energy/Details/Floyd_Sweet.md,/energy/Details/Floyd_Sweet,Energy Inventor
Energy,Francisco Pacheco,Energy/Details/Francisco_Pacheco.md,/energy/Details/Francisco_Pacheco,Energy Inventor
Energy,Frank Edwards,Energy/Details/Frank_Edwards.md,/energy/Details/Frank_Edwards,Journalist / Investigator
Energy,Frank Jennings,Energy/Details/Frank_Jennings.md,/energy/Details/Frank_Jennings,Defense Scientist
Energy,Frank Richardson,Energy/Details/Frank_Richardson.md,/energy/Details/Frank_Richardson,Energy Inventor
Energy,Frank Roberts,Energy/Details/Frank_Roberts.md,/energy/Details/Frank_Roberts,Energy Inventor
Energy,Fred Bell,Energy/Details/Fred_Bell.md,/energy/Details/Fred_Bell,Physicist / Energy Researcher
Energy,Frederick Hochstetter,Energy/Details/Frederick_Hochstetter.md,/energy/Details/Frederick_Hochstetter,Researcher / Debunker
Energy,Gary McKinnon,Energy/Details/Gary_McKinnon.md,/energy/Details/Gary_McKinnon,Energy Whistleblower
Energy,George Kountis,Energy/Details/George_Kountis.md,/energy/Details/George_Kountis,Defense Scientist
Energy,George Taylor Fulford,Energy/Details/George_Taylor_Fulford.md,/energy/Details/George_Taylor_Fulford,Energy Supporter / Funder
Energy,Georges Lakhovsky,Energy/Details/Georges_Lakhovsky.md,/energy/Details/Georges_Lakhovsky,Energy Inventor
Energy,Gerald Schaflander,Energy/Details/Gerald_Schaflander.md,/energy/Details/Gerald_Schaflander,Energy Inventor / Energy Business
Energy,Gianni A Dotto,Energy/Details/Gianni_A_Dotto.md,/energy/Details/Gianni_A_Dotto,Energy Inventor
Energy,Gilbert N Lewis,Energy/Details/Gilbert_N_Lewis.md,/energy/Details/Gilbert_N_Lewis,Physicist / Scientist
Energy,Henry Smolinski,Energy/Details/Henry_Smolinski.md,/energy/Details/Henry_Smolinski,Automotive Inventor
Energy,Jaime Gustitus,Energy/Details/Jaime_Gustitus.md,/energy/Details/Jaime_Gustitus,Military Officer / AFRL / Victim
Energy,James Allen,Energy/Details/James_Allen.md,/energy/Details/James_Allen,Journalist / Investigator
Energy,Jaymee Prichard,Energy/Details/Jaymee_Prichard.md,/energy/Details/Jaymee_Prichard,Defense / Civilian Employee / Victim
Energy,Jim Watson,Energy/Details/Jim_Watson.md,/energy/Details/Jim_Watson,Energy Inventor
Energy,John Andrews,Energy/Details/John_Andrews.md,/energy/Details/John_Andrews,Energy Inventor
Energy,John Brittan,Energy/Details/John_Brittan.md,/energy/Details/John_Brittan,Defense Scientist
Energy,John Christie,Energy/Details/John_Christie.md,/energy/Details/John_Christie,Energy Inventor
Energy,John Hutchison,Energy/Details/John_Hutchison.md,/energy/Details/John_Hutchison,Energy Inventor / Physicist
Energy,John Kanzius,Energy/Details/John_Kanzius.md,/energy/Details/John_Kanzius,Energy Inventor
Energy,John Mullen,Energy/Details/John_Mullen.md,/energy/Details/John_Mullen,Physicist / Scientist
Energy,John Rossi,Energy/Details/John_Rossi.md,/energy/Details/John_Rossi,Defense Scientist / Government Contractor
Energy,John Whiteman,Energy/Details/John_Whiteman.md,/energy/Details/John_Whiteman,Defense Scientist
Energy,Jonathan Moyle,Energy/Details/Jonathan_Moyle.md,/energy/Details/Jonathan_Moyle,Journalist / Investigator
Energy,Jonathan Walsh,Energy/Details/Jonathan_Walsh.md,/energy/Details/Jonathan_Walsh,Defense Scientist
Energy,Joseph Papp,Energy/Details/Joseph_Papp.md,/energy/Details/Joseph_Papp,Energy Inventor
Energy,Joseph Westley Newman,Energy/Details/Joseph_Westley_Newman.md,/energy/Details/Joseph_Westley_Newman,Energy Inventor / Patent Holder
Energy,Justin Christofleau,Energy/Details/Justin_Christofleau.md,/energy/Details/Justin_Christofleau,Energy Inventor
Energy,Karen Silkwood,Energy/Details/Karen_Silkwood.md,/energy/Details/Karen_Silkwood,Energy Whistleblower
Energy,Keith Bowden,Energy/Details/Keith_Bowden.md,/energy/Details/Keith_Bowden,Defense Scientist
Energy,Ken Rasmussen,Energy/Details/Ken_Rasmussen.md,/energy/Details/Ken_Rasmussen,Inventor / Suppressed
Energy,Ken Shoulders,Energy/Details/Ken_Shoulders.md,/energy/Details/Ken_Shoulders,Physicist / Energy Researcher
Energy,Lester Hendershot,Energy/Details/Lester_Hendershot.md,/energy/Details/Lester_Hendershot,Energy Inventor
Energy,Lou Britz,Energy/Details/Lou_Britz.md,/energy/Details/Lou_Britz,Energy Inventor
Energy,Mark Tomion,Energy/Details/Mark_Tomion.md,/energy/Details/Mark_Tomion,Energy Inventor / Physicist / Scientist
Energy,Mark Wisner,Energy/Details/Mark_Wisner.md,/energy/Details/Mark_Wisner,Defense Scientist
Energy,Melissa Casias,Energy/Details/Melissa_Casias.md,/energy/Details/Melissa_Casias,Defense / Nuclear Weapons Complex / Missing Person
Energy,Michael Baker,Energy/Details/Michael_Baker.md,/energy/Details/Michael_Baker,Defense Scientist
Energy,Michael Zebuhr,Energy/Details/Michael_Zebuhr.md,/energy/Details/Michael_Zebuhr,Energy Researcher
Energy,Monica Jacinto Reza,Energy/Details/Monica_Jacinto_Reza.md,/energy/Details/Monica_Jacinto_Reza,Energy Inventor / Aerospace Engineer / Missing Person
Energy,Morris Jessup,Energy/Details/Morris_Jessup.md,/energy/Details/Morris_Jessup,Energy Researcher / Physicist
