investigation,person_name,profile_file,website_url,category
UAPs,Mark Tomion,UAPs/Details/Mark_Tomion.md,/uaps/Details/Mark_Tomion,Energy Inventor / Physicist / Scientist
UAPs,Mark Wisner,UAPs/Details/Mark_Wisner.md,/uaps/Details/Mark_Wisner,SDI/Defense Scientist
UAPs,Melissa Casias,UAPs/Details/Melissa_Casias.md,/uaps/Details/Melissa_Casias,Disappeared
UAPs,Michael Baker,UAPs/Details/Michael_Baker.md,/uaps/Details/Michael_Baker,SDI/Defense Scientist
UAPs,Monica Jacinto Reza,UAPs/Details/Monica_Jacinto_Reza.md,/uaps/Details/Monica_Jacinto_Reza,Scientist / Aerospace Engineer / Advanced Materials / Missing Person
UAPs,Morris Jessup,UAPs/Details/Morris_Jessup.md,/uaps/Details/Morris_Jessup,UFO Researcher / Author
UAPs,Mr 35 Year Old Murdered Whistleblower,UAPs/Details/Mr_35_Year_Old_Murdered_Whistleblower.md,/uaps/Details/Mr_35_Year_Old_Murdered_Whistleblower,Government Contractor / Whistleblower
UAPs,Nikola Tesla,UAPs/Details/Nikola_Tesla.md,/uaps/Details/Nikola_Tesla,Suppressed Technology Researcher
UAPs,Olavo Fontes,UAPs/Details/Olavo_Fontes.md,/uaps/Details/Olavo_Fontes,Scientist / UFO Researcher
UAPs,Otto Binder,UAPs/Details/Otto_Binder.md,/uaps/Details/Otto_Binder,UFO/UAP Researcher
UAPs,Paul Bennewitz,UAPs/Details/Paul_Bennewitz.md,/uaps/Details/Paul_Bennewitz,UFO Investigator / Disinformation Target
UAPs,Paul Brown,UAPs/Details/Paul_Brown.md,/uaps/Details/Paul_Brown,Suppressed Technology Researcher
UAPs,Paul Pantone,UAPs/Details/Paul_Pantone.md,/uaps/Details/Paul_Pantone,Energy Inventor
UAPs,Paul Vigay,UAPs/Details/Paul_Vigay.md,/uaps/Details/Paul_Vigay,UFO/UAP Researcher
UAPs,Paulo Correa,UAPs/Details/Paulo_Correa.md,/uaps/Details/Paulo_Correa,Inventors / Researchers
UAPs,Peter Ferry,UAPs/Details/Peter_Ferry.md,/uaps/Details/Peter_Ferry,SDI/Defense Scientist
UAPs,Peter Jennings,UAPs/Details/Peter_Jennings.md,/uaps/Details/Peter_Jennings,Journalist / News Anchor
UAPs,Peter Peapell,UAPs/Details/Peter_Peapell.md,/uaps/Details/Peter_Peapell,SDI/Defense Scientist
UAPs,Phil Schneider,UAPs/Details/Phil_Schneider.md,/uaps/Details/Phil_Schneider,Government Contractor / Whistleblower
UAPs,Philip Corso,UAPs/Details/Philip_Corso.md,/uaps/Details/Philip_Corso,Military Insider / Whistleblower
UAPs,Philo Farnsworth,UAPs/Details/Philo_Farnsworth.md,/uaps/Details/Philo_Farnsworth,Physicist / Scientist
UAPs,Richard Pugh,UAPs/Details/Richard_Pugh.md,/uaps/Details/Richard_Pugh,SDI/Defense Scientist
UAPs,Robert Bass,UAPs/Details/Robert_Bass.md,/uaps/Details/Robert_Bass,Energy Researcher / Physicist / Scientist
UAPs,Robert F Kennedy,UAPs/Details/Robert_F_Kennedy.md,/uaps/Details/Robert_F_Kennedy,Political Figure
UAPs,Robert Frost Area51,UAPs/Details/Robert_Frost_Area51.md,/uaps/Details/Robert_Frost_Area51,Staff / Employee (Civilian Contractor)
UAPs,Roger Hill,UAPs/Details/Roger_Hill.md,/uaps/Details/Roger_Hill,SDI/Defense Scientist
UAPs,Ron Bonds,UAPs/Details/Ron_Bonds.md,/uaps/Details/Ron_Bonds,Journalist / Investigator
UAPs,Ron Johnson,UAPs/Details/Ron_Johnson.md,/uaps/Details/Ron_Johnson,UFO Researcher / MUFON Official
UAPs,Ron Rummel,UAPs/Details/Ron_Rummel.md,/uaps/Details/Ron_Rummel,Ex-Military Intelligence / UFO Researcher / Publisher
UAPs,Rory Johnson,UAPs/Details/Rory_Johnson.md,/uaps/Details/Rory_Johnson,Suppressed Technology Researcher
UAPs,Rudolf Diesel,UAPs/Details/Rudolf_Diesel.md,/uaps/Details/Rudolf_Diesel,Automotive Inventor
UAPs,Russell Smith,UAPs/Details/Russell_Smith.md,/uaps/Details/Russell_Smith,SDI/Defense Scientist
UAPs,Ryan Graves,UAPs/Details/Ryan_Graves.md,/uaps/Details/Ryan_Graves,Military Witness / Whistleblower
UAPs,Shani Warren,UAPs/Details/Shani_Warren.md,/uaps/Details/Shani_Warren,SDI/Defense Scientist (resolved — serial predator; not defense-related)
UAPs,Stan Gleeson,UAPs/Details/Stan_Gleeson.md,/uaps/Details/Stan_Gleeson,Energy Researcher
UAPs,Stanley Meyer,UAPs/Details/Stanley_Meyer.md,/uaps/Details/Stanley_Meyer,Inventor / Alternative Energy
UAPs,Stefan Marinov,UAPs/Details/Stefan_Marinov.md,/uaps/Details/Stefan_Marinov,Physicist / Free Energy Researcher
UAPs,Stefan Michalak,UAPs/Details/Stefan_Michalak.md,/uaps/Details/Stefan_Michalak,Civilian Witness / Physical Trace Case
UAPs,Stuart Gooding,UAPs/Details/Stuart_Gooding.md,/uaps/Details/Stuart_Gooding,SDI/Defense Scientist
UAPs,Thomas Henry Moray,UAPs/Details/Thomas_Henry_Moray.md,/uaps/Details/Thomas_Henry_Moray,Energy Inventor
UAPs,Thomas Mantell,UAPs/Details/Thomas_Mantell.md,/uaps/Details/Thomas_Mantell,Military Witness / Pilot
UAPs,Thomas Townsend Brown,UAPs/Details/Thomas_Townsend_Brown.md,/uaps/Details/Thomas_Townsend_Brown,Physicist / Inventor / Electrogravitics Researcher
UAPs,Tim Burchett,UAPs/Details/Tim_Burchett.md,/uaps/Details/Tim_Burchett,Political Figure
UAPs,Todd Sees,UAPs/Details/Todd_Sees.md,/uaps/Details/Todd_Sees,Civilian / Possible UFO-Related Death
UAPs,Tom Ogle,UAPs/Details/Tom_Ogle.md,/uaps/Details/Tom_Ogle,Automotive Inventor
UAPs,Tony Dodd,UAPs/Details/Tony_Dodd.md,/uaps/Details/Tony_Dodd,UFO Researcher / Former Police Officer
UAPs,Trevor Constable,UAPs/Details/Trevor_Constable.md,/uaps/Details/Trevor_Constable,Energy Researcher
UAPs,Trevor Knight,UAPs/Details/Trevor_Knight.md,/uaps/Details/Trevor_Knight,SDI/Defense Scientist
UAPs,Troy Reed,UAPs/Details/Troy_Reed.md,/uaps/Details/Troy_Reed,Energy Inventor
UAPs,Uyrange Hollanda,UAPs/Details/Uyrange_Hollanda.md,/uaps/Details/Uyrange_Hollanda,Military Officer / UFO Investigator
UAPs,Victor Moore,UAPs/Details/Victor_Moore.md,/uaps/Details/Victor_Moore,SDI/Defense Scientist
UAPs,Viktor Schauberger,UAPs/Details/Viktor_Schauberger.md,/uaps/Details/Viktor_Schauberger,Energy Inventor
UAPs,Vimal Dajibhai,UAPs/Details/Vimal_Dajibhai.md,/uaps/Details/Vimal_Dajibhai,SDI/Defense Scientist
UAPs,Walter Haut,UAPs/Details/Walter_Haut.md,/uaps/Details/Walter_Haut,Military Witness / Disclosure Advocate
UAPs,Walter Kasza Area51,UAPs/Details/Walter_Kasza_Area51.md,/uaps/Details/Walter_Kasza_Area51,Staff / Employee (Civilian Contractor)
UAPs,Wilbert Smith,UAPs/Details/Wilbert_Smith.md,/uaps/Details/Wilbert_Smith,Government Scientist / UFO Researcher
UAPs,Wilhelm Reich,UAPs/Details/Wilhelm_Reich.md,/uaps/Details/Wilhelm_Reich,Energy Inventor / Energy Researcher
UAPs,William McCasland,UAPs/Details/William_McCasland.md,/uaps/Details/William_McCasland,Military Officer / Advanced Aerospace Research / UAP-Connected
UAPs,Zigmund Adamski,UAPs/Details/Zigmund_Adamski.md,/uaps/Details/Zigmund_Adamski,Civilian / Unexplained Death
